,Item,Brand,Usage,Gender,Model,Size,Sale_Until,Prize
4324,Shoes,Adidas,Used,Men,Allegra Edoardo Morandini,39,21,12.39915615144396
12007,Shoes,MICHAEL Michael Kors,Used,Women,MICHAEL Dott. Agostino Florio,37,21,90.9452054989862
17528,Shoes,HUGO BOSS,New,Men,HUGO Liliana Tognazzi,42,21,24.751124847214676
9973,Shoes,Rip Curl,Almost New,Women,Rip Sig.ra Bianca Puglisi,37,21,24.209799979813397
17521,Shoes,HUGO BOSS,New,Men,HUGO Sig. Gastone Vergassola,42,21,26.952449865778917
7249,Shoes,Lytess,New,Women,Lytess Ronaldo Bernardi,40,21,30.603300005011263
5340,Shoes,O'Neill,Used,Men,O'Neill Letizia Bongiorno,38,21,33.33914998881519
18288,Shoes,The Pajamagram Company,Almost New,Men,Relax Dott. Donna Toscani,41,21,4.099895906349734
7066,Shoes,Julie France,Used,Women,Jf010 Livia Valier-Maccanelli,39,21,22.184399994648995
11996,Shoes,London Fog,Very Used,Women,London Fabrizia Solimena,42,21,57.72199979983271
11508,Shoes,Carhartt,Used,Men,Carhartt Dolores Malatesta,40,21,58.80446130744127
22812,Shoes,Body Glove,Used,Men,Body Adelasia Filippelli,43,21,36.06200004508719
26308,Shoes,CUA,New,Men,CUA Elisa Bonaventura,40,21,3.6279361425712113
15499,Shoes,Geoffrey Beene,New,Men,Geoffrey Rosa Morabito,41,21,11.542500006034972
13006,Shoes,Earnest Sewn,Almost New,Men,Earnest Dott. Umberto Salvo,40,21,89.6368001781404
11511,Shoes,Carhartt,Very Used,Men,Carhartt Benito Zacchia-Venturi,38,21,29.127000082866292
21590,Shoes,French Connection,Very Used,Men,French Sig. Azeglio Rienzo,37,21,60.92799997329712
21681,Shoes,Isaac Mizrahi Jeans,Very Used,Women,Isaac Ronaldo Malaparte,38,21,41.25949992798269
17493,Shoes,Acura,Very Used,Men,Gray Dolores Jilani,42,21,6.023051885250539
17489,Shoes,Geoffrey Beene,Very Used,Men,Geoffrey Benito Peano-Tosto,40,21,16.165380700892655
11613,Shoes,Columbia,Almost New,Men,Columbia Sig. Giampiero Gabrieli,37,21,36.48010471545476
14748,Shoes,Foot Traffic,Very Used,Women,Soft Romana Torlonia,42,21,5.159896419831723
4154,Shoes,Woolrich,Very Used,Women,Woolrich Lara Trevisani,42,21,40.519499950460165
11903,Shoes,FineBrandShop,Very Used,Women,Ladies Nicolò Borromini,39,21,18.773900030180815
7023,Shoes,Ilusion,New,Women,Ilusion's Raffaellino Ceci,43,21,5.28071766677199
25100,Shoes,G-Star,Used,Men,G-Star Giorgia Trebbi,40,21,25.934999915771186
17771,Shoes,Jockey,New,Men,JockeyÂ® Isabella Rapisardi,42,21,13.608000000938771
19355,Shoes,SockGuy,Almost New,Men,SockGuy Gian Chiappetta,37,21,6.059549904080854
2159,Shoes,John Deere,Used,Men,JOHN Susanna Scarlatti,44,21,14.266709824196198
21102,Shoes,Adidas,Almost New,Men,Allegra Tiziano Taliani,40,21,6.1769757700731756
5309,Shoes,Next Level,Very Used,Women,Next Irma Borsellino-Boiardo,45,21,11.876039945560544
25455,Shoes,Marc Ecko Cut & Sew,Very Used,Men,Marc Dolores Contarini-Vespa,37,21,12.275234558415935
2276,Shoes,Mountain Hardwear,Almost New,Women,Mountain Greca Argan,44,21,68.48000034689903
18625,Shoes,mens cotton mix argyle socks,New,Men,12 Nicoletta Beffa,38,21,13.342500028666109
10789,Shoes,Laura,Very Used,Women,Laura Ramona Donà-Pasolini,38,21,7.002049936900427
25456,Shoes,Marc Ecko Cut & Sew,Very Used,Men,Marc Giuliana Forza-Baresi,39,21,14.213429488692137
21549,Shoes,Filson,Used,Men,Filson Gioacchino Sibilia,43,21,82.42200013250114
17328,Shoes,Alexanders,New,Men,Deluxe Dante Leblanc,44,21,23.570353848384027
2183,Shoes,KingSize,Very Used,Men,KingSize Sig.ra Caterina Geraci,38,21,20.600249433517458
6860,Shoes,Goddess,Almost New,Women,Goddess Donatello Bixio,45,21,24.494399991631507
25343,Shoes,Karen Kane,Very Used,Women,Karen Ornella Castiglione,39,21,45.39479981064798
1242,Shoes,TAXI Wallet,Used,Women,TAXI Toni Bramante,37,21,16.44929990340024
15375,Shoes,Dockers,Very Used,Women,Dockers Giovanna Pelli,38,21,22.321200077235694
2152,Shoes,Indera,New,Men,Indera Martina Pisani,38,21,3.3743521052587333
18982,Shoes,Hanes,Almost New,Men,Hanes Dott. Gianfranco Borgia,38,21,5.650478819099352
1957,Shoes,ExOfficio,Almost New,Men,ExOfficio Ettore Pausini-Parri,39,21,36.73175013717263
21997,Shoes,Nautica,Used,Men,Nautica Clelia Marcacci,41,21,26.153490831302705
4474,Shoes,Bella,Almost New,Women,Bella Alberico Grifeo,42,21,11.498165936780735
7351,Shoes,Sheer Iridesscent,Very Used,Women,Must Bianca Spanevello-Petrucci,42,21,42.33762137488157
15424,Shoes,Elixir,New,Men,Elixir Patrizia Tamburello-Mortati,37,21,11.582864886372574
1233,Shoes,Symphony Designs,Very Used,Women,Super Toni Vanvitelli,41,21,3.9635999858379365
21478,Shoes,Dockers,New,Men,Dockers Liberto Baracca-Casaleggio,43,21,11.768544256949188
27069,Shoes,Pull-in,New,Men,Pull-In Eliana Gulotta,44,21,16.107972698164428
9928,Shoes,Anna-Kaci,Used,Women,Anna-Kaci Piermaria Abba,40,21,11.911409774700704
10720,Shoes,Impact Fitness,Very Used,Women,Impact Bernardo Serao-Bossi,38,21,39.59550015348941
25993,Shoes,Van Heusen,Used,Men,Van Rolando Cesarotti,43,21,17.94656084377184
14874,Shoes,!it Jeans,New,Women,!iT Dott. Rosalia Pulci,41,21,20.86559996008873
7444,Shoes,SEX NIGHT,Used,Women,One-piece Sig.ra Adele Ariasso,42,21,12.012000001966952
1228,Shoes,Suncloud,New,Women,Suncloud Benvenuto Malenchini,40,21,10.517108046376526
11827,Shoes,Jones New York,Almost New,Women,Jones Etta Redi,40,21,38.189999889582396
12215,Shoes,Perry Ellis,Used,Men,Perry Valerio Morrocco-Donati,38,21,38.06576913392127
15362,Shoes,Diesel,New,Men,Diesel Piergiorgio Campano,38,21,63.05624993983657
1805,Shoes,Columbia,New,Men,Columbia Giampaolo Vezzali,39,21,24.68100011721253
12425,Shoes,Tri-Mountain,Almost New,Men,Tri-Mountain Sig.ra Lara Dossi,44,21,32.622267656297105
18071,Shoes,Nautica,Very Used,Men,Nautica Sig.ra Silvia Strangio,45,21,13.478399976342917
21597,Shoes,French Connection,Almost New,Men,French Fabia Morosini-Gottardi,42,21,39.8376000020653
24992,Shoes,Eddie Bauer,Very Used,Women,Eddie Coluccio Notarbartolo,45,21,15.193620375000982
25905,Shoes,RJC,New,Men,Top Sig. Ricciotti Villadicani,40,21,18.18309534824297
2222,Shoes,MJ Soffe,Very Used,Men,MJ Sig. Cirillo Bartoli,44,21,11.287500041071329
17572,Shoes,Hanes,Used,Men,Hanes Calogero Salandra,44,21,15.082199945300816
1948,Shoes,Fit Couture,New,Women,Everyday Federica Maggioli-Favata,44,21,22.982400100678202
10894,Shoes,Motherhood Maternity,Very Used,Women,Motherhood Carla Sorrentino,38,21,18.577565858671456
12770,Shoes,Calvin Klein,Almost New,Men,Calvin Sig. Guglielmo Vecoli,37,21,31.19580004904419
1423,Shoes,Solo Classe,Used,Women,Women's Alphons Morrocco,45,21,29.78819989662152
22840,Shoes,Burnside,Very Used,Men,Burnside Rosalia Vendetti,40,21,19.844550041109322
18847,Shoes,Florsheim,Used,Men,Florsheim Iolanda Traetta,37,21,6.100000012665987
18799,Shoes,Dockers,New,Men,Dockers Pierpaolo Bottigliero-Pontecorvo,42,21,11.53800004720688
18020,Shoes,National,New,Women,National Martino Biagi,41,21,18.539050498590612
11699,Shoes,Dickies,Almost New,Men,Dickies Roberto Giannone,43,21,32.72400023415685
27076,Shoes,Pull-in,New,Men,Pull-In Concetta Donatoni,39,21,19.275180840007664
21146,Shoes,Annalee + Hope,New,Women,Annalee Luciano Babbo,44,21,11.01755638177121
12775,Shoes,Calvin Klein,Used,Men,Calvin Lando Spinola,43,21,29.02320006780792
2338,Shoes,Nike,Almost New,Men,Nike Rosario Botticelli,40,21,7.793495940207594
17112,Shoes,Bottoms Out,Very Used,Men,Bottoms Adelmo Sagnelli,45,21,10.77499995008111
18187,Shoes,Oscar de la Renta,New,Women,Oscar Pompeo Bixio,42,21,47.75270013697446
23493,Shoes,Oakley,Almost New,Men,Oakley Raffaella Ficino-Cabibbo,40,21,25.810975010360245
7920,Shoes,What Katie Did,Almost New,Women,What Lamberto Trombetta,39,21,26.56890000142157
21140,Shoes,American Rag,New,Men,American Giorgia Carullo,41,21,13.606536421911256
10073,Shoes,American Apparel,Very Used,Women,American Imelda Bandello,37,21,23.940000059455638
4608,Shoes,Comfort Colors,Used,Women,Comfort Stella Dalla-Juvara,44,21,22.150999487802387
17903,Shoes,Majestic International,Almost New,Men,Majestic Mario Marazzi,40,21,19.65599996550009
24026,Shoes,Speedo,New,Men,Speedo Natalia Vismara,41,21,20.52943097862231
18363,Shoes,Paddi Murphy,Used,Women,Softies Coluccio Roero,45,21,50.80320011302829
2813,Shoes,prAna,Very Used,Women,prAna Letizia Ossani,42,21,22.58025015145541
25623,Shoes,Pendleton,New,Men,Pendleton Elena Cammarata,45,21,76.3087498471141
21972,Shoes,The Little Alpaca's House,Used,Men,NEW Sig. Nico Bernetti,37,21,14.980759765927852
15056,Shoes,American Apparel,Very Used,Women,American Dott. Mariano Legnante,39,21,22.172000035643578
18150,Shoes,Acura,New,Men,Navy Raffaella Fischetti,41,21,7.188803880552114
2235,Shoes,Guide Gear,New,Men,Men's Marisa Valmarana,37,21,15.220650780968745
22031,Shoes,Original Penguin,Used,Men,Original Livia Falloppio,40,21,29.561805883578653
15432,Shoes,Fox Outdoor,Very Used,Men,FOX Irma Giacometti,42,21,21.443400011211637
10549,Shoes,Hot from Hollywood,Almost New,Women,Adjustable Flora Federici,39,21,14.545149982838332
10225,Shoes,SK Hat shop,Very Used,Women,Ladies Gianpietro Spadafora,44,21,5.416282403638698
11657,Shoes,Columbia,New,Women,Columbia Carlo Mastroianni,42,21,108.42830885045618
11384,Shoes,Calvin Klein,Very Used,Men,Calvin Patrizia Borghese-Gussoni,39,21,73.08000024408102
25254,Shoes,Hurley,New,Men,Hurley Gloria Carducci,43,21,22.63949994376162
12726,Shoes,Boulder Creek,Very Used,Men,Boulder Baldassare Vergerio-Gigli,37,21,22.338161335719114
17068,Shoes,Bjorn Borg,Almost New,Men,Bjorn Torquato Padovano,42,21,11.833848359621731
19171,Shoes,Omni-Wool,Used,Men,Omni-Wool Sig. Renzo Ortolani,37,21,13.518119922970538
12709,Shoes,Savane,Very Used,Men,Big Pier Federici,37,21,20.43978374778164
2774,Shoes,adidas,New,Men,adidas Gianluca Pincherle,37,21,21.92940006069839
15417,Shoes,Element,Very Used,Women,Element Sig. Simone Donini,38,21,11.940531262511628
10544,Shoes,A Pea in the Pod,New,Women,A Dott. Dino Salieri,44,21,9.768375048413873
7730,Shoes,Bali,Used,Women,Stretch Virginia Jacuzzi,44,21,10.785004842881003
11371,Shoes,Calvin Klein,Very Used,Men,Calvin Sig.ra Dina Pezzali,40,21,51.944006374192625
4370,Shoes,Adidas,New,Women,Allegra Cassandra Treves,38,21,7.276877709422751
25972,Shoes,Van Heusen,Almost New,Men,Van Gloria Paltrinieri,41,21,19.743964048927246
11460,Shoes,Carhartt,New,Men,Carhartt Luisa Tiepolo,44,21,61.34008362863079
17073,Shoes,Katnap,Very Used,Women,Black Giosuè Foa,39,21,15.27690587375486
18907,Shoes,Gold Toe,Very Used,Men,Gold Angelica Caracciolo,45,21,26.324550473513828
19173,Shoes,Marcoliani Milano,Almost New,Men,One Elena Almagià,40,21,14.197500022128224
4132,Shoes,VIP BOUTIQUE,Used,Women,VIP Giuseppe Benussi,45,21,8.023985891304385
25315,Shoes,JNCO,Very Used,Women,JNCO Martino Legnante-Scarponi,38,21,8.88407085548164
21838,Shoes,Maglierie Di Perugia,Almost New,Men,Maglierie Milo Gaiatto,37,21,49.991590868302204
15042,Shoes,American Apparel,Almost New,Women,American Francesco Roero-Moretti,37,21,7.271999998390675
1305,Shoes,TopTie,Used,Men,TopTie Mercedes Guarato,44,21,1.3752199766027928
17001,Shoes,American Essentials,New,Men,American Tatiana Pucci,43,21,19.978128853181747
23712,Shoes,Quiksilver,New,Men,Quiksilver Arnulfo Malaparte-Monti,39,21,30.775250080972913
25406,Shoes,PacSun,Very Used,Women,Lilu Graziella Cainero,41,21,5.494999355577597
21163,Shoes,A:X Armani Exchange,Almost New,Women,Armani Giada Paruta,37,21,35.991999834775925
19253,Shoes,PUMA,Very Used,Men,Puma Nadia Scarponi,39,21,6.726000019535422
1293,Shoes,Nike,Very Used,Men,Tommy Melania Polesel,42,21,12.204789852234573
21525,Shoes,Element,Used,Men,Element Giada Moretti,41,21,25.63582083109796
22824,Shoes,Bottoms Out,Very Used,Men,Bottoms Isa Florio,44,21,10.560979111323718
7211,Shoes,WMU,New,Women,Leather Ivo Eco,45,21,18.548635217898095
10218,Shoes,LOCOMO Leggings,Used,Women,LOCOMO Eraldo Trevisan,38,21,5.7535998588740815
17963,Shoes,LabelShopper,New,Men,Mens Monica Orengo,37,21,4.165325899743453
2848,Shoes,Alfred Dunner,New,Women,Alfred Dott. Durante Pasolini,40,21,12.802799083781558
12250,Shoes,Port Authority,Very Used,Men,Port Piermaria Boito,38,21,21.4412937831772
12034,Shoes,Marc New York by Andrew Marc,New,Men,Marc Alberico Mazzi,38,21,15.80000008828938
2672,Shoes,Wigwam,Very Used,Men,Wigwam Stefania Puccini-Fermi,41,21,5.655825035227463
12507,Shoes,Puma,Used,Men,Volcom Irma Jilani,39,21,107.70900033647199
19088,Shoes,House of Cheviot,Almost New,Men,Lewis Dott. Ernesto Forza,40,21,27.0441679962973
25233,Shoes,WinnieFashion,Almost New,Men,Hawaii Rita Paltrinieri,42,21,10.39893766074255
4626,Shoes,Crooks & Castles,Very Used,Men,Crooks Vittoria Palladio-Querini,41,21,48.856600031256676
7895,Shoes,Wacoal,Almost New,Women,Wacoal Fulvio Gradenigo,43,21,35.07399988314137
15399,Shoes,Ed Garments,Used,Men,Ed Sandro Naccari,43,21,16.060410763377472
12906,Shoes,Dockers,Used,Men,Dockers Lidia Castelli,42,21,21.44153773563552
24999,Shoes,Element,Very Used,Men,Element Agnolo Foconi,43,21,17.368020369314696
18467,Shoes,The Cat's Pajamas,Used,Women,The Camilla Riccardi,45,21,48.27600010531023
21760,Shoes,Kensie,Used,Women,Kensie Piergiorgio Cocci,39,21,25.777619331014456
12055,Shoes,Marmot,Very Used,Men,Marmot Gino Beccaria,43,21,79.20000024139881
7492,Shoes,Playtex,New,Women,Playtex Simonetta Sanguineti,42,21,14.739249978447335
11093,Shoes,OURSURE.COM,Used,Women,Radiation Germana Stoppani,44,21,63.8913366907711
6809,Shoes,Ilusion,Very Used,Women,Full Annalisa Camiscione,43,21,8.92943966117263
4683,Shoes,Diamond Chain,Used,Men,Diamond Sig.ra Giuseppina Paolini,44,21,32.51987794016492
11739,Shoes,Fappac,Almost New,Women,Fappac Cipriano Golgi,43,21,26.094742778965298
18530,Shoes,Nike,Almost New,Women,Tommy Francesco Papetti,40,21,20.87910005054437
19234,Shoes,Polo Ralph Lauren,Used,Men,Polo Vittoria Federico,41,21,14.244299923532456
19235,Shoes,Polo Ralph Lauren,Very Used,Men,Polo Dott. Marissa Monte,38,21,13.621593773013116
2112,Shoes,Hurley,New,Women,Hurley Martina Borroni-Sermonti,37,21,24.644900144031272
21865,Shoes,Kuhl,Almost New,Men,Men's Tullio Puccini,42,21,36.225000070407994
17875,Shoes,Majestic International,Very Used,Men,Majestic Matteo Caironi,41,21,11.466000001877548
5288,Shoes,Mod-O-Doc,Used,Women,Mod-O-Doc Giuseppina Luzi,38,21,11.15642025724046
17627,Shoes,Hatley,Very Used,Men,Hatley Pierpaolo Cignaroli,42,21,17.91612023698792
18459,Shoes,The Cat's Pajamas,New,Women,The Emma Boccaccio,40,21,47.47200009226799
17021,Shoes,Barefoot Dreams,New,Women,Barefoot Tina Traetta-Cicilia,45,21,65.99340016795323
15043,Shoes,American Apparel,New,Women,American Liliana Nibali,44,21,7.675999998301268
11414,Shoes,Calvin Klein,Almost New,Women,Calvin Sig. Mario Boiardo,37,21,48.24091882843703
17249,Shoes,Charter Club,New,Women,Charter Angelina Pratesi,38,21,27.53085782692388
2464,Shoes,Shock Absorber,New,Women,Shock Luciano Fantini-Mancini,38,21,34.52300006709993
6710,Shoes,Fleur't,New,Women,Fleur't Martina Paoletti,42,21,28.51199997123331
7374,Shoes,Nearly Me,Very Used,Women,Nearly Valentina Ramazzotti,45,21,33.21449994500727
23996,Shoes,Speedo,New,Men,Speedo Gioachino Bonino,44,21,23.56200006343424
10487,Shoes,ililily,Almost New,Women,ililily Luchino Casaleggio,44,21,10.668069887193218
11042,Shoes,NOM,Used,Women,NOM Greco Iacovelli,38,21,42.055200254917146
4190,Shoes,maxandcleo,New,Women,maxandcleo Vito Bellini-Barcella,37,21,34.19009990114718
23933,Shoes,Sons Of Anarchy,Very Used,Men,Sons Ludovica Falloppio,38,21,24.73800006508828
18264,Shoes,Rimann & Associates,Very Used,Women,Promotional Olga Morucci,41,21,15.002324910712614
6261,Shoes,Pettipant,New,Women,Black Angelina Travaglia,41,21,5.575499993457926
9065,Shoes,Lucky Brand,Almost New,Men,Lucky Ludovica Columbo,39,21,32.44257076621457
15750,Shoes,Jones New York,Almost New,Women,Jones Sig.ra Laura Murialdo,38,21,11.637500005308539
6229,Shoes,Besame,Used,Women,Besame Giulietta Simeoni,40,21,16.57678533994971
19517,Shoes,Wrightsock,New,Men,Wrightsock Adelmo Visconti-Veneziano,40,21,15.516630455597006
3165,Shoes,LabelShopper,New,Women,Plus Rolando Antonini,38,21,6.837998978304327
19644,Shoes,Buster Brown,Very Used,Women,Buster Amedeo Goldoni,39,21,3.53995639810706
13230,Shoes,Kenneth Cole,Very Used,Men,Kenneth Morena Bossi-Fermi,41,21,22.08308327861505
16299,Shoes,Salt Life,Almost New,Men,Salt Gianna Desio,45,21,20.533500008750707
24563,Shoes,BCBGeneration,Used,Women,BCBGeneration Carmelo Fantini,45,21,39.33437871222327
20163,Shoes,Evan Picone,Used,Women,Evan Rodolfo Cicala,43,21,103.19100003316998
983,Shoes,TrendsBlue,New,Women,Premium Marcella Gianvecchio-Impastato,43,21,5.670053896643691
15752,Shoes,Hot Topic,New,Women,Judy Sig.ra Gemma Majewski,39,21,12.235049989121036
13773,Shoes,BCBGMAXAZRIA,New,Women,BCBGMAXAZRIA Antonello Ludovisi,45,21,50.58179988227784
4,Shoes,Funny Girl Designs,New,Women,(Set Serafina Baracca-Bersani,38,21,3.223799987160601
395,Shoes,Scarf_tradinginc,Very Used,Women,Elegant Dante Galilei,37,21,0.9967499999329448
22967,Shoes,Diesel,Almost New,Men,Diesel Adelasia Aulenti,38,21,35.5680001094006
16318,Shoes,Savane,Used,Men,Savane Sabatino Antonacci-Gregori,39,21,10.213631621453942
24312,Shoes,Parke & Ronen,Very Used,Men,parke Nina Carfagna,45,21,77.46750025078654
24374,Shoes,Aeropostale,Used,Men,Aeropostale Sig.ra Giada Broggini,45,21,6.471773876107693
13728,Shoes,Adidas,New,Women,Allegra Maurilio Cutrufo-Galvani,40,21,5.550992859002173
24565,Shoes,Bayside Apparel,Very Used,Men,Bayside Dott. Ezio Ferrata,40,21,12.435290871881335
20853,Shoes,EISENBERG INTERNATIONAL,Almost New,Men,Petrocelli Sig. Silvestro Fallaci,44,21,61.29629977731965
61,Shoes,Talitnia,Used,Women,Acrylic Dott. Isabella Antonello,41,21,9.93005983151436
13250,Shoes,Key Industries,New,Men,Key Piersanti Mantegna,43,21,15.209428413484078
19535,Shoes,X-Socks,Almost New,Men,X-Socks Alina Bettin-Zacco,37,21,8.68118978682965
20351,Shoes,Austin Reed,Very Used,Men,Austin Claudia Scotto,37,21,45.2806217486608
24707,Shoes,Carhartt,Almost New,Men,Carhartt Dott. Giosuè Giannone,44,21,18.427499969489876
8959,Shoes,Levi's,Very Used,Men,Levi's Gabriella Mortati,42,21,22.20719990283251
4869,Shoes,Fox,Used,Women,Fox Orazio Amaldi,45,21,25.808475073333835
20252,Shoes,Suit Studio,Almost New,Women,Suit Leone Contrafatto,40,21,48.49614238944338
16757,Shoes,Free People,Almost New,Women,Free Ornella Bignardi-Casale,45,21,18.2209506496109
8066,Shoes,7 For All Mankind,New,Women,7 Lilla Corcos,39,21,94.55775003880265
16744,Shoes,East Essence,Almost New,Women,Denim Paolo Caetani,37,21,16.86769256563912
8702,Shoes,Joe's Jeans,Used,Men,Joe's Paoletta Costalonga,44,21,72.37979994490743
26712,Shoes,Hanes,Very Used,Men,Hanes Sig. Calogero Battisti,45,21,7.943355358450191
14622,Shoes,Oakley,Very Used,Women,Oakley Paride Aldobrandi,43,21,50.69492893853568
6120,Shoes,SEX NIGHT,Very Used,Women,Babydoll Amico Giolitti,39,21,11.361599981412294
9245,Shoes,Not Your Daughter's Jeans,Very Used,Women,Not Ottone Tropea,44,21,31.822700442047957
14476,Shoes,Goddess,New,Women,Goddess Santino Carriera-Viviani,43,21,23.87092087051637
1120,Shoes,ROGUE,Used,Men,Rogue Sig. Ferdinando Jovinelli,45,21,12.35189995164983
24768,Shoes,Chaus,Very Used,Women,Chaus Simone Gaito,38,21,25.66619993560016
5241,Shoes,Central Park,Used,Men,Mens Toni Taliercio,39,21,8.507060670463865
9248,Shoes,Not Your Daughter's Jeans,Very Used,Women,Not Lamberto Bignami,37,21,36.45180151331871
24269,Shoes,Puma,Almost New,Men,Volcom Giorgia Viviani,42,21,34.42865473730374
27011,Shoes,New Balance,Very Used,Men,New Melissa Munari,37,21,10.197000048682094
14467,Shoes,G&G,Almost New,Women,G&G Renata Vitturi,45,21,3.7498999979346994
15618,Shoes,Hurley,Almost New,Men,Hurley Baldassare Gelli,37,21,17.673562550218776
788,Shoes,Nautica,New,Men,Nautica Patrizia Tarantini,44,21,10.68599995970726
8712,Shoes,Joe's Jeans,Very Used,Men,Joe's Fiamma Gentili,43,21,90.41910004187376
9749,Shoes,Wrangler,Very Used,Men,Wrangler Ennio Maffei,38,21,19.295999977737665
889,Shoes,Oakley,Very Used,Women,Oakley Simone Rienzo,41,21,38.313499915134166
790,Shoes,Nautica,Almost New,Men,Nautica Sergius Trombetta,44,21,10.151699961721897
16719,Shoes,Calvin Klein,Almost New,Women,Calvin Dott. Letizia Tagliafierro,38,21,31.298400002159187
22931,Shoes,Coolibar,Almost New,Women,Coolibar Nina Capecchi,41,21,22.13057383222287
20496,Shoes,Diesel,New,Men,Diesel Rossana Rastelli,39,21,147.82499908469617
3241,Shoes,Sutton Studio,New,Women,Sutton Adriana Simeoni,37,21,80.98426272540993
16065,Shoes,FineBrandShop,New,Women,Orange Rossana Miniati,44,21,3.2634900313442943
9045,Shoes,Liverpool Jeans Company,Almost New,Women,Liverpool Fredo Querini-Bacosi,41,21,40.59809990040958
19638,Shoes,Hot Topic,New,Women,Black Iolanda Verdi,44,21,3.103559886294008
19547,Shoes,NEFF,Almost New,Men,neff Leonardo Bettin,45,21,9.433300383306005
20514,Shoes,King Formal Wear,Very Used,Men,Elegant Nico Giradello,42,21,31.991999510865373
9649,Shoes,Hot Topic,Very Used,Men,Vintage Sylvia Pellegrini,45,21,12.38806774390188
14326,Shoes,boxed-gifts,Almost New,Women,Boxed Marcantonio Cicilia,42,21,3.200720900340468
16645,Shoes,Alki'i,Almost New,Women,Alki'i Marissa Prodi-Gagliano,42,21,7.330332879564547
